Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Cause_of_accident,Accident_severity
2024-10-05 08:50:00,Monday,Unknown,Male,Junior high school,5-10yr,Other,Owner,Unknown,Unknown,Other,Other,Tangent road with flat terrain,O Shape,Asphalt roads,Wet or damp,Daylight,Raining,Collision with roadside-parked vehicles,2,1,Going straight,Driver or rider,Male,18-30,3.0,Overtaking,Slight Injury
2024-10-05 12:38:00,Thursday,Unknown,Male,Junior high school,2-5yr,Automobile,Owner,Unknown,Unknown,Office areas,Double carriageway (median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with animals,2,2,Going straight,,,,,Overloading,Slight Injury
2024-10-05 12:38:00,Thursday,31-50,Male,Junior high school,No Licence,Other,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with animals,2,2,Going straight,Pedestrian,Male,31-50,3.0,Changing lane to the right,Slight Injury
2024-10-05 12:38:00,Thursday,31-50,Male,Junior high school,Above 10yr,Lorry (41-100Q),Owner,5-10yrs,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,2,Other,Driver or rider,Male,18-30,3.0,Improper parking,Slight Injury
2024-10-05 16:30:00,Thursday,31-50,Male,Junior high school,Above 10yr,Pick up upto 10Q,Owner,Unknown,Unknown,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,2,Going straight,,,,,Other,Fatal injury
2024-10-05 16:30:00,Thursday,31-50,Male,Junior high school,5-10yr,Public (13-45 seats),Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,2,Going straight,Pedestrian,Female,18-30,3.0,Changing lane to the left,Fatal injury
2024-10-05 16:30:00,Thursday,Over 51,Male,High school,2-5yr,Automobile,Owner,Unknown,No defect,Recreational areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Collision with pedestrians,2,2,Going straight,Pedestrian,Male,Under 18,3.0,Changing lane to the right,Fatal injury
2024-10-05 17:40:00,Wednesday,Unknown,Female,High school,2-5yr,Pick up upto 10Q,Owner,Unknown,No defect,Church areas,Undivided Two way,Tangent road with flat terrain,No junction,Gravel roads,Dry,Daylight,Other,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,Over 51,3.0,No priority to pedestrian,Slight Injury
2024-10-05 17:40:00,Wednesday,18-30,Male,Junior high school,Below 1yr,Automobile,Other,1-2yr,No defect,Recreational areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Other,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,31-50,3.0,Overspeed,Slight Injury
2024-10-05 05:50:00,Tuesday,31-50,Male,Junior high school,Above 10yr,Lorry (41-100Q),Owner,5-10yrs,No defect,School areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Vehicle with vehicle collision,2,1,Going straight,,,,,Changing lane to the left,Serious Injury
2024-10-05 05:50:00,Tuesday,Unknown,Female,Junior high school,Above 10yr,Automobile,Owner,Unknown,No defect,Church areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,18-30,3.0,No priority to vehicle,Serious Injury
2024-10-05 06:53:00,Wednesday,Over 51,Male,Elementary school,2-5yr,Lorry (41-100Q),Owner,5-10yrs,Unknown,Office areas,Other,Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3.0,Changing lane to the right,Fatal injury
2024-10-05 06:53:00,Wednesday,18-30,Male,Junior high school,2-5yr,Lorry (41-100Q),Owner,2-5yrs,Unknown,Residential areas,One way,Steep grade downward with mountainous terrain,Other,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Rollover,2,1,Going straight,,,,,No distancing,Fatal injury
2024-10-05 09:59:00,Tuesday,Over 51,Male,Unknown,Above 10yr,Lorry (41-100Q),Owner,Unknown,No defect,Other,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Cloudy,Vehicle with vehicle collision,2,1,Moving Backward,Driver or rider,Male,18-30,3.0,No priority to pedestrian,Slight Injury
2024-10-05 09:59:00,Tuesday,Unknown,Male,Elementary school,5-10yr,Public (13-45 seats),Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Cloudy,Vehicle with vehicle collision,2,1,Going straight,,,,,No distancing,Slight Injury
2024-10-05 14:30:00,Saturday,Under 18,Male,Junior high school,Below 1yr,Automobile,Governmental,1-2yr,No defect,Industrial areas,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,18-30,2.0,No priority to vehicle,Slight Injury
2024-10-05 14:30:00,Saturday,18-30,Male,Elementary school,Below 1yr,Other,Governmental,1-2yr,No defect,Church areas,Other,Steep grade downward with mountainous terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Pedestrian,Male,Over 51,3.0,Other,Slight Injury
2024-10-05 17:50:00,Thursday,18-30,Male,Junior high school,Below 1yr,Other,Organization,1-2yr,No defect,Office areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Vehicle with vehicle collision,2,3,Going straight,Driver or rider,Female,31-50,3.0,Driving carelessly,Slight Injury
2024-10-05 17:50:00,Thursday,31-50,Male,Junior high school,5-10yr,Other,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Collision with roadside objects,2,3,Moving Backward,,,,,Changing lane to the left,Slight Injury
2024-10-05 17:50:00,Thursday,31-50,Male,Junior high school,5-10yr,Automobile,Owner,Unknown,Unknown,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Vehicle with vehicle collision,2,3,Going straight,Pedestrian,Male,Over 51,3.0,Driving carelessly,Slight Injury
2024-10-05 17:50:00,Thursday,31-50,Male,High school,5-10yr,Other,Owner,2-5yrs,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Rollover,2,3,Other,Driver or rider,Female,31-50,3.0,Changing lane to the left,Slight Injury
2024-10-05 19:08:00,Friday,18-30,Male,Junior high school,5-10yr,Lorry (41-100Q),Owner,Unknown,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Other,,,,,No priority to vehicle,Slight Injury
2024-10-05 13:11:00,Monday,Over 51,Male,Junior high school,2-5yr,Public (12 seats),Owner,Unknown,No defect,Other,Double carriageway (median),Tangent road with flat terrain,No junction,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,,,,,No distancing,Slight Injury
2024-10-05 13:11:00,Monday,31-50,Male,Elementary school,5-10yr,Lorry (41-100Q),Owner,Above 10yr,No defect,Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Driver or rider,Male,31-50,3.0,Changing lane to the right,Slight Injury
2024-10-05 13:11:00,Monday,Unknown,Male,Junior high school,2-5yr,Public (12 seats),Owner,Unknown,No defect,Residential areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Pedestrian,Male,18-30,3.0,Changing lane to the right,Slight Injury
2024-10-05 12:43:00,Monday,18-30,Male,Junior high school,Below 1yr,Lorry (41-100Q),Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,T Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3.0,Driving at high speed,Slight Injury
2024-10-05 12:43:00,Monday,Under 18,Male,Elementary school,2-5yr,Other,Owner,5-10yrs,Unknown,Other,One way,Tangent road with flat terrain,T Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Other,,,,,No distancing,Slight Injury
2024-10-05 08:49:00,Monday,31-50,Male,Junior high school,2-5yr,Lorry (41-100Q),Owner,1-2yr,No defect,Other,One way,Tangent road with flat terrain,No junction,Earth roads,Dry,Daylight,Other,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,18-30,3.0,Changing lane to the right,Slight Injury
2024-10-05 08:49:00,Monday,Unknown,Male,Junior high school,2-5yr,Other,Owner,Unknown,Unknown,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Other,Vehicle with vehicle collision,2,1,Getting off,Driver or rider,Male,31-50,3.0,Changing lane to the left,Slight Injury
2024-10-05 18:27:00,Sunday,18-30,Male,Junior high school,5-10yr,Public (> 45 seats),Other,Unknown,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,1,1,Going straight,,,,,Getting off the vehicle improperly,Slight Injury
2024-10-05 11:00:00,Saturday,18-30,Male,Junior high school,5-10yr,Lorry (41-100Q),Governmental,Below 1yr,No defect,Residential areas,Other,Steep grade downward with mountainous terrain,Crossing,Other,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,18-30,3.0,Other,Slight Injury
2024-10-05 11:00:00,Saturday,Under 18,Male,Junior high school,Unknown,Other,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,,,,,Other,Slight Injury
2024-10-05 12:30:00,Friday,Unknown,Male,Junior high school,5-10yr,Other,Owner,Unknown,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,,,,,No distancing,Slight Injury
2024-10-05 12:30:00,Friday,Under 18,Male,Junior high school,2-5yr,Automobile,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Female,31-50,3.0,No priority to vehicle,Slight Injury
2024-10-05 12:30:00,Friday,Under 18,Male,Junior high school,Below 1yr,Lorry (41-100Q),Owner,Above 10yr,No defect,Other,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,Over 51,3.0,Overtaking,Slight Injury
2024-10-05 15:52:00,Saturday,31-50,Male,Junior high school,1-2yr,Pick up upto 10Q,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Earth roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Moving Backward,,,,,No priority to pedestrian,Serious Injury
2024-10-05 07:55:00,Monday,18-30,Male,Junior high school,Below 1yr,Automobile,Owner,2-5yrs,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,,,,,No distancing,Slight Injury
2024-10-05 07:55:00,Monday,31-50,Male,Junior high school,Above 10yr,Other,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Other,Driver or rider,Male,Over 51,3.0,Changing lane to the right,Slight Injury
2024-10-05 07:55:00,Monday,31-50,Male,Junior high school,Below 1yr,Other,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Pedestrian,Female,31-50,2.0,Driving carelessly,Slight Injury
2024-10-05 18:10:00,Thursday,Unknown,Male,Junior high school,2-5yr,Automobile,Governmental,Unknown,Unknown,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Darkness - lights lit,Other,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,18-30,3.0,Changing lane to the right,Slight Injury
2024-10-05 06:50:00,Saturday,31-50,Male,Junior high school,1-2yr,Stationwagen,Owner,1-2yr,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - no lighting,Raining,Vehicle with vehicle collision,1,1,Going straight,,,,,Overtaking,Serious Injury
2024-10-05 20:20:00,Thursday,18-30,Male,Elementary school,5-10yr,Other,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Earth roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,3,2,Going straight,Pedestrian,Male,18-30,3.0,Other,Slight Injury
2024-10-05 20:20:00,Thursday,31-50,Male,Junior high school,Below 1yr,Other,Owner,2-5yrs,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,3,2,Other,Pedestrian,Female,18-30,3.0,Driving to the left,Slight Injury
2024-10-05 20:20:00,Thursday,Under 18,Male,Junior high school,Below 1yr,Ridden horse,Other,Unknown,Unknown,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,3,2,Moving Backward,Driver or rider,Male,5,3.0,Driving at high speed,Slight Injury
2024-10-05 11:15:00,Thursday,18-30,Male,Writing & reading,Below 1yr,Other,Owner,Unknown,Unknown,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Collision with pedestrians,2,1,Other,,,,,Other,Slight Injury
2024-10-05 11:15:00,Thursday,Over 51,Male,Junior high school,1-2yr,Other,Owner,Above 10yr,Unknown,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Collision with roadside objects,2,1,Going straight,,,,,Changing lane to the right,Slight Injury
2024-10-05 20:45:00,Monday,18-30,Male,Elementary school,5-10yr,Lorry (41-100Q),Owner,Unknown,No defect,Office areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,18-30,3.0,No distancing,Slight Injury
2024-10-05 20:45:00,Monday,31-50,Male,Junior high school,2-5yr,Lorry (41-100Q),Owner,Above 10yr,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Other,Pedestrian,Female,Under 18,3.0,Other,Slight Injury
2024-10-05 08:40:00,Friday,Unknown,Male,Junior high school,Below 1yr,Lorry (41-100Q),Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Other,Rollover,1,1,Going straight,Driver or rider,Male,31-50,3.0,No priority to vehicle,Slight Injury
2024-10-05 18:00:00,Friday,31-50,Male,Writing & reading,5-10yr,Stationwagen,Owner,Above 10yr,No defect,Church areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,,,,,Changing lane to the left,Slight Injury
2024-10-05 18:00:00,Friday,Unknown,Male,Writing & reading,5-10yr,Lorry (41-100Q),Governmental,Unknown,No defect,Industrial areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Male,31-50,3.0,No priority to pedestrian,Slight Injury
2024-10-05 09:40:00,Monday,18-30,Male,Junior high school,5-10yr,Automobile,Organization,2-5yrs,Unknown,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Other,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,Under 18,3.0,Overtaking,Slight Injury
2024-10-05 09:40:00,Monday,31-50,Male,Junior high school,2-5yr,Automobile,Owner,5-10yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Other,Vehicle with vehicle collision,2,1,Going straight,,,,,Driving carelessly,Slight Injury
2024-10-05 16:48:00,Wednesday,Unknown,Female,Junior high school,Above 10yr,Pick up upto 10Q,Owner,1-2yr,Unknown,Office areas,Undivided Two way,Tangent road with mountainous terrain and,No junction,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,,,,,No priority to vehicle,Slight Injury
